OverlapAssets,Similarity,OverlapCount,Return_Traditional,Sharpe_Traditional,Return_Factor,Sharpe_Factor,SimID,FactorSimID,Avg_Return,Avg_Sharpe,Sharpe_Diff,Return_Diff,Num_Traditional_Portfolios,Num_Factor_Portfolios
"EWG,IJT,MACSX,SLYV,TGINX,YACKX",0.6,6.0,0.1090306364721945,0.7651032190848702,0.1064938311141681,0.7444422173810467,[1235],[573],0.10776223379318131,0.7547727182329584,0.020661001703823567,0.0025368053580264033,1,1
"EWU,IVV,MACSX,SWPPX,TGINX,VBIRX",0.6666666666666666,6.0,0.092604081769055,0.7604161466272883,0.1038165945685166,0.7479053736115849,[1202],[3407],0.0982103381687858,0.7541607601194367,0.012510773015703358,0.011212512799461588,1,1
"EFA,TGINX,VTRIX,VTSAX,YACKX",0.625,5.0,0.1349244751301996,0.7735791357823693,0.1108129859955521,0.7321330861293481,[69],[29],0.12286873056287584,0.7528561109558587,0.04144604965302112,0.024111489134647487,1,1
"FLPSX,IVV,QQQ,VTI,VVIAX",0.625,5.0,0.1393265113185513,0.7877202778738397,0.104873667843898,0.7153121401039079,[1379],[1433],0.12210008958122465,0.7515162089888738,0.07240813776993182,0.034452843474653314,1,1
"EFA,IVV,MACSX,SPY,SWPPX,TGINX,VFIAX,VGSLX",0.6153846153846154,8.0,0.1284840811902192,0.751385385980187,0.1006467511970373,0.7507088124883111,[3677],[3887],0.11456541619362826,0.7510470992342491,0.000676573491875887,0.027837329993181906,1,1
"TGINX,VTRIX,VVIAX,YACKX",0.6666666666666666,4.0,0.1154801349457337,0.8275357867188062,0.0919291767917689,0.6737835444810194,[196],[705],0.1037046558687513,0.7506596655999128,0.15375224223778683,0.023550958153964796,1,1
"IJT,MACSX,SLYV,SWPPX,TGINX,VBIRX",0.6666666666666666,6.0,0.092604081769055,0.7604161466272883,0.0814190605604135,0.7405924827458136,[1202],[4831],0.08701157116473425,0.7505043146865509,0.019823663881474718,0.01118502120864151,1,1
"FEMKX,JUEAX,MACSX,TGINX,VGENX,VTI",0.6,6.0,0.1049175113473546,0.7643849786817417,0.115909578435463,0.735436835685533,[1545],[490],0.1104135448914088,0.7499109071836374,0.028948142996208737,0.010992067088108404,1,1
"IWM,VBIRX,VFIAX,VGENX,YACKX",0.625,5.0,0.1162104606256221,0.7743525664964322,0.1077373262716404,0.7248703276255186,[426],[3349],0.11197389344863125,0.7496114470609754,0.04948223887091363,0.008473134353981698,1,1
"MACSX,QQQ,SLYV,VBIRX,VVIAX",0.7142857142857143,5.0,0.1137033645388106,0.7501525994806075,0.1190263604206358,0.746336247451511,[528],[3326],0.11636486247972319,0.7482444234660592,0.0038163520290965813,0.005322995881825207,1,1
"FLPSX,IJT,JUEAX,SWPPX,TGINX,VTRIX",0.6,6.0,0.1220984869031251,0.7486343015413536,0.1228106155485239,0.7471098465134429,[4584],[3111],0.12245455122582449,0.7478720740273983,0.001524455027910654,0.0007121286453988102,1,1
"FLPSX,MACSX,MDY,SPY,SWPPX,TGINX,VGSLX,VTRIX,YACKX",0.6428571428571429,9.0,0.1284840811902192,0.751385385980187,0.1164620870649905,0.7439498846787167,[3677],[3017],0.12247308412760485,0.7476676353294518,0.007435501301470304,0.012021994125228697,1,1
"EWU,FEMKX,QQQ,VBIRX,VGSLX,YACKX",0.6,6.0,0.1243104165815113,0.8027330478142254,0.0985409742808057,0.6900285062275419,[4661],[2872],0.1114256954311585,0.7463807770208837,0.11270454158668353,0.025769442300705603,1,1
"FEMKX,JUEAX,MACSX,SLYV,TGINX,VGENX,VTI",0.6363636363636364,7.0,0.1187537246387059,0.7564095831622631,0.115909578435463,0.735436835685533,[4061],[490],0.11733165153708444,0.7459232094238981,0.02097274747673017,0.0028441462032429005,1,1
"IVV,JUEAX,SWPPX,TGINX,VTRIX",0.625,5.0,0.1220984869031251,0.7486343015413536,0.1024087749068437,0.7342051678882676,[4584],[4701],0.1122536309049844,0.7414197347148106,0.014429133653085957,0.01968971199628139,1,1
"FEMKX,IVV,QQQ",0.6,3.0,0.1394972142627911,0.7604342940445729,0.1032908120722918,0.717818425943006,[48],[4526],0.12139401316754145,0.7391263599937894,0.04261586810156681,0.03620640219049931,1,1
"TGINX,VFIAX,VVIAX",0.6,3.0,0.1102463399565667,0.786914927367185,0.0911492529866454,0.6910423619873659,[4050],[1152],0.10069779647160605,0.7389786446772755,0.09587256537981914,0.019097086969921295,1,1
"EWG,MASKX,QQQ,SPY,TGINX,VBIRX",0.6,6.0,0.1134515172709457,0.7554285299239769,0.1055596901634907,0.7127759618422449,[3942],[666],0.10950560371721821,0.7341022458831109,0.04265256808173201,0.007891827107454993,1,1
"FEMKX,IVV,QQQ,TGINX",0.8,4.0,0.0716304983238085,0.747704785390093,0.1032908120722918,0.717818425943006,[3640],[4526],0.08746065519805014,0.7327616056665496,0.029886359447086952,0.0316603137484833,1,1
"IJT,MACSX,TGINX,VGENX,VGSLX",0.625,5.0,0.1196375788146159,0.7560891081687626,0.1054758597046375,0.6988550890634811,[3496],[2683],0.11255671925962671,0.7274720986161218,0.057234019105281475,0.01416171910997839,1,1
"EFA,IVV,MACSX,TGINX,VBIRX,VTI,VTSAX,VVIAX",0.6153846153846154,8.0,0.1177121003384539,0.7662475847418498,0.0933746715379913,0.6858165464054135,[2423],[3924],0.1055433859382226,0.7260320655736316,0.08043103833643639,0.024337428800462607,1,1
"EWG,MASKX,SPY,TGINX,VBIRX",0.625,5.0,0.1134515172709457,0.7554285299239769,0.0904630745628619,0.6950952786613538,[3942],[2542],0.1019572959169038,0.7252619042926653,0.06033325126262312,0.022988442708083798,1,1
